transaction_id,product_id,customer_id,transaction_date,online_order,product_size
12177,27,1895,2017-07-07,1,medium
12178,82,2690,2017-01-31,0,medium
12179,0,982,2017-06-05,0,large
12180,5,2722,2017-04-07,0,medium
12181,49,2221,2017-02-03,1,medium
12182,51,1777,2017-10-21,0,medium
12183,56,1731,2017-05-22,0,small
12184,91,962,2017-04-02,1,medium
12185,82,1091,2017-07-09,0,medium
12186,15,208,2017-02-01,1,medium
12187,0,3348,2017-08-03,1,medium
12188,31,818,2017-08-21,1,medium
12189,79,1535,2017-05-15,1,medium
12190,0,1553,2017-08-11,0,large
12191,17,1240,2017-02-27,0,medium
12192,80,455,2017-08-29,1,medium
12193,43,894,2017-11-12,1,medium
12194,8,2916,2017-03-11,1,small
12195,18,631,2017-06-21,1,medium
12196,94,853,2017-02-17,0,large
12197,88,2737,2017-07-27,0,medium
12198,77,1272,2017-06-07,0,large
12199,59,1781,2017-03-05,1,large
12200,0,2871,2017-05-13,0,large
12201,68,762,2017-06-16,1,medium
12202,74,1973,2017-11-13,1,medium
12203,91,1580,2017-02-21,1,medium
12204,65,2860,2017-01-10,0,medium
12205,54,2782,2017-02-05,0,medium
12206,0,2034,2017-11-08,0,
12207,80,2476,2017-12-16,1,large
12208,43,1423,2017-12-06,0,medium
12209,91,2125,2017-07-29,0,medium
12210,24,2317,2017-05-23,0,large
12211,93,1940,2017-08-20,1,medium
12212,18,2958,2017-09-24,1,medium
12213,36,1454,2017-05-01,0,medium
12214,94,2168,2017-12-28,0,large
12215,61,2822,2017-08-21,1,medium
12216,0,2538,2017-08-21,1,medium
12217,92,1247,2017-06-29,0,small
12218,37,1558,2017-08-22,1,medium
12219,11,2033,2017-09-02,0,small
12220,9,1818,2017-12-06,1,medium
12221,59,2562,2017-03-28,0,large
12222,42,1917,2017-02-25,0,small
12223,28,3088,2017-02-11,0,small
12224,46,2051,2017-01-19,1,medium
12225,34,2034,2017-03-15,1,large
12226,47,1803,2017-09-06,0,small
12227,71,399,2017-09-28,1,large
12228,80,3267,2017-03-13,0,large
12229,5,1825,2017-04-04,0,medium
12230,58,771,2017-05-09,0,medium
12231,55,1750,2017-08-15,1,large
12232,10,1528,2017-03-11,0,medium
12233,30,536,2017-10-08,1,medium
12234,0,1310,2017-01-10,1,medium
12235,49,2601,2017-06-10,0,medium
12236,15,2391,2017-01-03,0,medium
12237,6,3403,2017-04-27,0,medium
12238,53,227,2017-07-15,1,medium
12239,82,1746,2017-06-17,0,medium
12240,95,1061,2017-06-27,1,large
12241,82,217,2017-06-23,1,medium
12242,91,12,2017-07-23,0,medium
12243,18,1614,2017-06-15,0,medium
12244,35,1000,2017-07-03,1,medium
12245,33,2839,2017-08-22,0,small
12246,3,153,2017-02-08,0,large
12247,73,865,2017-08-31,0,medium
12248,48,3165,2017-02-15,1,medium
12249,32,380,2017-01-31,0,medium
12250,30,2736,2017-06-29,1,medium
12251,18,2566,2017-05-28,0,medium
12252,72,3094,2017-07-15,0,medium
12253,22,2516,2017-07-15,1,medium
12254,41,3125,2017-04-28,0,medium
12255,91,2386,2017-09-16,1,medium
12256,26,768,2017-05-06,1,medium
12257,69,2009,2017-10-28,0,medium
12258,36,1133,2017-03-29,0,medium
12259,20,3143,2017-11-02,1,small
12260,0,1892,2017-09-14,1,medium
12261,11,1243,2017-04-21,1,medium
12262,46,700,2017-03-10,1,medium
12263,84,908,2017-12-26,1,medium
12264,0,1875,2017-09-23,0,medium
12265,94,954,2017-08-26,1,large
12266,62,1476,2017-12-06,1,medium
12267,40,3095,2017-09-14,1,large
12268,89,3424,2017-01-23,1,large
12269,93,1775,2017-11-08,1,medium
12270,40,1864,2017-06-10,0,medium
12271,36,2137,2017-03-13,0,medium
12272,0,950,2017-07-14,1,medium
12273,51,3166,2017-01-10,0,medium
12274,0,2687,2017-12-13,1,medium
12275,46,1626,2017-04-19,1,medium
12276,53,244,2017-01-10,1,medium
12277,5,3396,2017-10-20,0,medium
12278,69,2215,2017-07-16,0,medium
12279,80,304,2017-03-07,0,medium
12280,96,1537,2017-02-19,1,small
12281,59,906,2017-05-01,1,small
12282,66,3422,2017-05-24,0,small
12283,43,426,2017-02-09,1,medium
12284,5,2640,2017-08-14,1,medium
12285,32,1608,2017-12-18,0,medium
12286,62,1511,2017-12-14,0,medium
12287,63,403,2017-08-17,0,medium
12288,61,1978,2017-07-31,1,medium
12289,80,470,2017-05-23,0,medium
12290,77,2976,2017-11-03,0,large
12291,54,2489,2017-08-16,1,medium
12292,29,2472,2017-03-06,0,medium
12293,2,2382,2017-10-11,1,medium
12294,91,3189,2017-06-19,1,medium
12295,24,3115,2017-06-18,0,large
12296,95,910,2017-01-22,1,large
12297,3,2879,2017-12-16,1,large
12298,79,1168,2017-01-18,1,medium
12299,96,2659,2017-03-28,0,large
12300,80,3006,2017-11-30,1,medium
12301,37,516,2017-08-15,0,medium
12302,63,1518,2017-11-29,,medium
12303,0,3407,2017-08-17,,medium
12304,99,475,2017-12-06,1,medium
12305,15,234,2017-09-20,0,medium
12306,13,674,2017-07-16,0,medium
12307,36,330,2017-08-07,0,medium
12308,65,2881,2017-05-20,0,medium
12309,44,2937,2017-01-31,1,medium
12310,38,2548,2017-11-02,0,medium
12311,85,2661,2017-12-22,1,medium
12312,21,2599,2017-08-25,1,large
12313,89,2320,2017-06-10,0,large
12314,62,1752,2017-08-25,1,medium
12315,10,2142,2017-06-15,1,medium
12316,97,976,2017-02-04,0,large
12317,82,698,2017-10-15,0,medium
12318,57,43,2017-08-02,0,large
12319,88,2106,2017-01-26,1,small
12320,63,1033,2017-04-07,,medium
12321,98,179,2017-01-13,1,medium
12322,55,607,2017-03-12,0,large
12323,0,1898,2017-11-05,1,
12324,91,2210,2017-08-04,1,medium
12325,15,2672,2017-05-07,0,medium
12326,48,381,2017-09-05,0,medium
12327,100,1417,2017-02-10,0,small
12328,17,414,2017-06-23,0,large
12329,3,2108,2017-02-24,1,large
12330,69,464,2017-04-05,1,medium
12331,69,1314,2017-11-23,,medium
12332,50,2884,2017-11-23,0,small
12333,5,243,2017-03-15,1,medium
12334,0,2266,2017-04-13,0,medium
12335,83,2788,2017-11-16,1,large
12336,98,2653,2017-12-27,1,medium
12337,80,1117,2017-03-09,1,medium
12338,10,1168,2017-11-01,0,medium
12339,56,1528,2017-03-19,1,small
12340,43,1152,2017-12-06,0,medium
12341,51,1890,2017-11-16,0,medium
12342,34,1570,2017-02-12,0,large
12343,74,538,2017-05-23,0,medium
12344,0,72,2017-07-11,0,
12345,55,1459,2017-09-23,0,large
12346,4,424,2017-07-09,1,medium
12347,0,172,2017-08-08,1,
12348,5,2412,2017-03-28,0,medium
12349,83,3074,2017-06-12,0,large
12350,2,3111,2017-08-30,1,medium
12351,0,2023,2017-09-22,0,large
12352,85,1757,2017-05-15,0,medium
12353,87,1688,2017-05-20,1,medium
12354,35,2161,2017-11-08,1,medium
12355,4,654,2017-02-18,0,medium
12356,41,487,2017-01-13,1,medium
12357,67,3222,2017-12-15,1,medium
12358,25,73,2017-01-31,0,medium
12359,2,2192,2017-11-04,1,medium
12360,92,932,2017-01-23,0,small
12361,31,1762,2017-01-29,0,medium
12362,30,1929,2017-07-09,0,medium
12363,69,3093,2017-02-26,0,large
12364,23,2496,2017-04-21,1,small
12365,52,2906,2017-03-03,0,medium
12366,33,2934,2017-10-30,0,small
12367,93,1820,2017-10-08,1,medium
12368,78,299,2017-07-26,0,large
12369,35,1316,2017-07-27,0,medium
12370,84,3223,2017-11-23,1,medium
12371,46,1494,2017-10-08,1,medium
12372,28,2232,2017-11-01,0,small
12373,0,368,2017-08-02,1,medium
12374,95,971,2017-01-23,1,medium
12375,19,3116,2017-03-10,1,large
12376,89,1539,2017-10-26,1,large
12377,37,2442,2017-09-08,1,medium
12378,50,1365,2017-01-21,0,small
12379,57,3351,2017-04-18,1,large
12380,54,1147,2017-01-12,1,medium
12381,51,198,2017-08-26,0,medium
12382,9,217,2017-06-17,1,small
12383,57,1475,2017-01-06,0,large
12384,78,3130,2017-07-07,0,large
12385,99,2824,2017-08-30,0,medium
12386,23,1301,2017-02-16,1,small
12387,64,3475,2017-03-17,0,large
12388,43,936,2017-11-28,1,medium
12389,83,3411,2017-11-30,1,large
12390,67,1482,2017-08-16,1,medium
12391,60,2885,2017-04-08,1,small
12392,53,76,2017-03-21,0,medium
12393,61,2935,2017-01-12,0,medium
12394,0,1696,2017-03-25,1,medium
12395,29,850,2017-05-30,0,medium
12396,0,1833,2017-05-10,0,medium
12397,39,1180,2017-11-01,0,large
12398,18,2610,2017-09-09,1,medium
12399,100,1670,2017-10-31,1,medium
12400,48,557,2017-02-08,1,medium
12401,89,2080,2017-02-02,1,large
12402,50,642,2017-01-14,1,small
12403,4,2007,2017-06-26,,medium
12404,20,1106,2017-03-14,1,small
12405,92,350,2017-05-27,1,small
12406,41,1802,2017-06-23,0,medium
12407,77,1003,2017-06-29,1,medium
12408,30,3237,2017-01-03,0,medium
12409,33,115,2017-12-15,0,small
12410,55,325,2017-07-08,0,large
12411,2,2638,2017-08-10,0,medium
12412,3,244,2017-01-19,0,large
12413,52,634,2017-06-13,0,medium
12414,3,1095,2017-12-02,0,large
12415,19,3447,2017-06-26,1,medium
12416,49,1613,2017-06-05,1,medium
12417,85,745,2017-12-19,1,medium
12418,38,1808,2017-04-06,0,large
12419,69,50,2017-04-03,1,medium
12420,88,1395,2017-02-25,0,small
12421,100,2174,2017-03-02,0,small
12422,78,2552,2017-01-01,0,large
12423,38,2569,2017-07-15,1,medium
12424,72,752,2017-03-02,1,medium
12425,25,159,2017-03-05,1,medium
12426,46,513,2017-04-22,0,medium
12427,33,2983,2017-01-03,1,small
12428,48,1484,2017-02-25,1,medium
12429,48,519,2017-09-16,1,medium
12430,7,599,2017-08-26,1,medium
12431,86,2564,2017-11-13,0,medium
12432,0,1760,2017-03-16,1,medium
12433,22,2611,2017-07-30,1,medium
12434,36,3499,2017-04-25,0,medium
12435,45,1611,2017-03-21,0,medium
12436,29,2219,2017-02-22,1,medium
12437,17,718,2017-09-20,1,medium
12438,100,1751,2017-04-13,1,medium
12439,0,842,2017-11-05,1,large
12440,97,211,2017-01-17,0,large
12441,95,4,2017-04-03,0,large
12442,32,116,2017-07-02,1,medium
12443,4,3253,2017-12-25,0,medium
12444,57,1182,2017-10-20,1,large
12445,14,683,2017-01-21,0,small
12446,25,1769,2017-11-24,0,medium
12447,33,1891,2017-06-27,1,small
12448,74,1613,2017-09-19,0,medium
12449,61,70,2017-12-10,1,medium
12450,36,1861,2017-01-28,0,medium
12451,11,2018,2017-04-28,1,medium
12452,45,805,2017-07-20,1,medium
12453,12,151,2017-12-30,0,medium
12454,99,3300,2017-12-15,0,medium
12455,65,1947,2017-04-22,0,medium
12456,83,712,2017-09-18,0,large
12457,0,1221,2017-02-01,0,medium
12458,7,1602,2017-05-20,0,medium
12459,69,1461,2017-03-16,0,medium
12460,60,3266,2017-08-10,0,small
12461,0,2968,2017-02-06,1,medium
12462,0,870,2017-10-30,0,
12463,36,1987,2017-02-21,0,medium
12464,72,1467,2017-11-28,1,medium
12465,23,2165,2017-10-26,0,small
12466,96,2444,2017-11-16,0,large
12467,36,1475,2017-10-14,,medium
12468,84,3251,2017-06-26,0,medium
12469,28,256,2017-10-16,1,small
12470,51,2967,2017-02-04,1,medium
12471,87,2492,2017-11-21,0,medium
12472,9,2088,2017-04-07,0,medium
12473,0,2422,2017-06-22,0,medium
12474,61,2910,2017-05-12,0,medium
12475,73,3173,2017-11-15,0,medium
12476,41,171,2017-03-24,1,medium
12477,61,700,2017-04-27,0,medium
12478,33,1683,2017-05-24,1,small
12479,70,3329,2017-12-12,1,medium
12480,9,2519,2017-07-09,1,medium
12481,48,2653,2017-06-12,1,medium
12482,52,2193,2017-10-08,1,medium
12483,45,308,2017-12-01,1,medium
12484,65,1435,2017-05-15,0,medium
12485,85,2805,2017-01-01,1,medium
12486,44,3194,2017-08-25,1,medium
12487,32,1324,2017-04-07,0,medium
12488,31,1035,2017-12-17,1,medium
12489,50,1130,2017-09-04,0,small
12490,46,3403,2017-02-01,0,medium
12491,59,2081,2017-03-06,1,large
12492,1,2568,2017-03-04,1,medium
12493,88,216,2017-12-14,1,small
12494,12,3295,2017-03-31,1,large
12495,45,1277,2017-03-11,0,medium
12496,23,2742,2017-09-26,0,medium
12497,83,941,2017-06-29,0,large
12498,17,3267,2017-10-03,1,large
12499,14,3286,2017-08-19,1,small
12500,25,2813,2017-01-30,0,medium
12501,95,343,2017-04-08,1,large
12502,20,1015,2017-04-24,0,small
12503,21,2791,2017-11-23,,large
12504,43,1030,2017-05-30,0,medium
12505,12,1777,2017-08-22,0,medium
12506,93,87,2017-04-07,0,medium
12507,47,1819,2017-01-15,0,small
12508,48,2528,2017-10-15,1,medium
12509,38,196,2017-03-31,0,large
12510,52,2195,2017-06-25,0,medium
12511,81,583,2017-10-12,1,small
12512,57,1452,2017-07-21,1,large
12513,42,2992,2017-02-25,1,small
12514,31,908,2017-10-02,1,medium
12515,80,1059,2017-08-04,1,large
12516,49,2962,2017-10-14,0,medium
12517,0,2306,2017-12-24,1,large
12518,0,2281,2017-04-27,1,medium
12519,6,565,2017-09-17,0,medium
12520,97,3346,2017-05-07,0,medium
12521,30,2508,2017-06-08,1,medium
12522,6,741,2017-08-04,0,medium
12523,80,2513,2017-03-04,0,medium
12524,47,1960,2017-10-22,1,small
12525,10,2095,2017-02-25,0,medium
12526,23,266,2017-11-28,1,small
12527,78,1317,2017-05-09,0,large
12528,8,1143,2017-01-05,0,small
12529,28,2152,2017-10-25,0,small
12530,75,1736,2017-06-04,1,large
12531,50,2484,2017-12-03,1,small
12532,54,960,2017-02-18,1,medium
12533,81,926,2017-07-16,0,small
12534,21,369,2017-03-02,1,large
12535,0,2972,2017-09-03,0,medium
12536,2,2693,2017-11-04,0,small
12537,50,85,2017-01-09,0,small
12538,14,3224,2017-01-08,0,small
12539,35,428,2017-11-09,0,medium
12540,51,140,2017-04-30,1,medium
12541,74,1708,2017-01-11,0,medium
12542,99,1402,2017-06-23,1,medium
12543,91,2652,2017-11-10,0,medium
12544,36,3062,2017-01-01,0,medium
12545,88,2728,2017-05-01,1,small
12546,95,1077,2017-05-13,0,large
12547,42,805,2017-04-03,1,small
12548,63,2637,2017-01-13,1,medium
12549,66,2728,2017-07-22,0,medium
12550,35,2247,2017-06-26,1,medium
12551,52,2045,2017-06-23,1,large
12552,0,2868,2017-12-05,1,medium
12553,88,3044,2017-12-26,0,medium
12554,46,1634,2017-06-17,0,medium
12555,72,3150,2017-10-04,0,medium
12556,73,2194,2017-02-13,0,medium
12557,0,443,2017-05-31,0,small
12558,2,1764,2017-12-28,1,medium
12559,89,281,2017-02-04,0,large
12560,55,211,2017-07-11,0,large
12561,73,2823,2017-07-29,0,medium
12562,71,2996,2017-10-10,1,large
12563,83,3269,2017-11-25,0,large
12564,70,359,2017-12-04,1,medium
12565,60,1500,2017-11-17,1,small
12566,69,2943,2017-07-06,1,large
12567,1,1832,2017-09-13,1,medium
12568,84,2804,2017-01-28,0,medium
12569,80,760,2017-04-20,1,medium
12570,98,1935,2017-02-19,0,medium
12571,27,2910,2017-02-13,0,medium
12572,70,3486,2017-12-21,1,medium
12573,10,2793,2017-02-14,0,medium
12574,16,1811,2017-05-21,0,small
12575,27,2045,2017-02-19,0,medium
12576,28,293,2017-02-08,0,small
12577,68,2644,2017-10-31,0,medium
12578,71,2542,2017-08-18,0,large
12579,1,323,2017-09-19,0,medium
12580,26,425,2017-06-17,1,medium
12581,82,1210,2017-09-05,1,medium
12582,92,1927,2017-10-01,1,small
12583,39,2201,2017-08-11,1,large
12584,34,619,2017-01-24,1,large
12585,59,828,2017-08-30,0,large
12586,6,696,2017-03-20,1,medium
12587,5,2952,2017-12-03,1,medium
12588,88,3320,2017-03-31,0,small
12589,35,1406,2017-12-02,1,medium
12590,68,1303,2017-10-21,1,medium
12591,18,483,2017-03-20,0,medium
12592,32,2522,2017-07-22,,medium
12593,72,1227,2017-04-17,1,medium
12594,46,1253,2017-12-26,1,medium
12595,3,2484,2017-09-04,0,large
12596,33,1134,2017-12-27,1,small
12597,97,2210,2017-03-19,0,medium
12598,75,599,2017-05-05,1,large
12599,66,817,2017-01-12,1,small
12600,47,1905,2017-03-09,1,small
12601,13,1410,2017-07-24,1,medium
12602,85,2226,2017-11-11,1,medium
12603,100,945,2017-08-22,1,small
12604,66,1394,2017-05-03,0,small
12605,76,2181,2017-02-25,1,medium
12606,72,1600,2017-10-28,1,medium
12607,1,1307,2017-10-01,0,large
12608,79,1619,2017-07-12,1,medium
12609,39,2580,2017-03-24,0,large
12610,43,916,2017-08-26,1,medium
12611,76,920,2017-02-26,1,medium
12612,19,1641,2017-08-18,0,large
12613,0,2284,2017-04-06,1,large
12614,95,3356,2017-04-27,1,large
12615,54,3447,2017-08-26,1,medium
12616,57,2449,2017-01-28,1,large
12617,44,3024,2017-01-04,,medium
12618,28,2092,2017-11-11,0,small
12619,70,492,2017-02-05,1,medium
12620,31,3232,2017-02-06,0,medium
12621,36,2391,2017-03-23,1,medium
12622,86,3371,2017-11-19,1,medium
12623,57,2028,2017-02-18,1,large
12624,79,1775,2017-05-11,1,medium
12625,5,320,2017-04-23,0,medium
12626,10,2582,2017-08-24,1,medium
12627,18,3297,2017-08-14,0,medium
12628,62,1994,2017-07-05,0,medium
12629,3,902,2017-10-11,1,large
12630,58,2358,2017-05-28,0,medium
12631,53,1716,2017-08-18,0,medium
12632,90,2664,2017-08-18,0,medium
12633,70,568,2017-02-02,1,medium
12634,54,2622,2017-12-14,1,medium
12635,34,1702,2017-03-08,0,large
12636,72,1747,2017-05-29,0,medium
12637,0,1731,2017-11-11,0,medium
12638,16,675,2017-09-22,0,small
12639,0,2266,2017-01-03,1,medium
12640,15,231,2017-01-29,1,medium
12641,94,1247,2017-06-18,0,large
12642,60,2916,2017-11-12,0,small
12643,92,3263,2017-01-12,1,small
12644,24,532,2017-01-12,,large
12645,0,453,2017-10-27,1,medium
12646,14,1243,2017-04-08,1,small
12647,77,294,2017-02-17,1,medium
12648,37,1098,2017-07-08,0,medium
12649,40,1636,2017-01-21,1,large
12650,54,917,2017-08-26,0,medium
12651,80,1943,2017-02-19,0,medium
12652,46,1471,2017-09-18,1,medium
12653,74,2057,2017-01-04,1,medium
12654,43,597,2017-10-30,1,medium
12655,30,817,2017-12-14,0,medium
12656,5,261,2017-02-27,1,medium
12657,61,3079,2017-06-05,0,medium
12658,94,693,2017-11-19,0,large
12659,44,1562,2017-09-21,1,medium
12660,34,1913,2017-09-12,0,large
12661,39,3084,2017-06-21,0,large
12662,67,840,2017-05-05,0,medium
12663,47,1064,2017-05-22,1,small
12664,33,464,2017-12-21,1,small
12665,21,2701,2017-02-26,1,large
12666,64,3482,2017-07-10,0,large
12667,89,1594,2017-12-30,1,large
12668,95,3454,2017-05-30,1,large
12669,89,2454,2017-11-03,0,large
12670,66,695,2017-01-19,1,medium
12671,33,2337,2017-02-17,0,small
12672,31,2028,2017-07-09,0,medium
12673,51,3223,2017-03-27,1,medium
12674,52,1849,2017-08-02,1,medium
12675,74,2031,2017-05-02,0,medium
12676,85,382,2017-09-25,0,medium
12677,10,2811,2017-04-05,1,medium
12678,92,460,2017-12-13,,small
12679,10,799,2017-02-06,0,medium
12680,34,766,2017-06-20,0,large
12681,29,2360,2017-12-03,0,medium
12682,3,1150,2017-09-18,1,large
12683,37,322,2017-02-18,1,medium
12684,49,2821,2017-02-10,1,medium
12685,27,683,2017-03-01,0,medium
12686,73,486,2017-05-24,0,medium
12687,57,3373,2017-04-24,0,large
12688,94,2797,2017-02-04,0,large
12689,13,389,2017-03-18,0,medium
12690,50,820,2017-02-03,1,medium
12691,18,1860,2017-02-01,0,medium
12692,1,213,2017-09-26,,large
12693,19,778,2017-02-02,1,medium
12694,89,1550,2017-11-18,0,large
12695,23,1080,2017-08-25,0,small
12696,50,3043,2017-09-07,1,small
12697,31,558,2017-10-27,0,medium
12698,36,1755,2017-09-20,1,medium
12699,82,333,2017-06-26,1,medium
12700,34,2890,2017-10-05,0,large
12701,35,1152,2017-07-24,0,medium
12702,0,2971,2017-12-03,1,medium
12703,54,368,2017-02-02,1,medium
12704,57,2986,2017-12-02,0,large
12705,4,1415,2017-11-03,1,medium
12706,35,688,2017-03-05,0,medium
12707,14,561,2017-10-21,0,small
12708,25,357,2017-05-01,1,medium
12709,12,3246,2017-09-22,1,medium
12710,54,729,2017-09-29,0,medium
12711,40,788,2017-01-02,,medium
12712,17,250,2017-09-13,1,medium
12713,3,1797,2017-07-09,0,large
12714,63,999,2017-10-15,0,medium
12715,81,1717,2017-11-14,0,small
12716,32,440,2017-01-30,0,medium
12717,90,2516,2017-01-31,1,medium
12718,30,117,2017-04-12,1,medium
12719,17,2184,2017-03-21,0,medium
12720,37,3130,2017-09-19,1,medium
12721,66,1427,2017-01-06,0,medium
12722,7,2153,2017-08-13,1,medium
12723,0,3293,2017-06-25,1,large
12724,65,1060,2017-06-01,0,medium
12725,2,378,2017-08-12,1,medium
12726,7,74,2017-12-02,0,medium
12727,73,2113,2017-11-27,1,medium
12728,94,3403,2017-08-19,1,large
12729,52,647,2017-11-18,1,medium
12730,4,115,2017-02-15,1,medium
12731,64,2561,2017-10-24,0,small
12732,71,2289,2017-05-31,1,large
12733,23,756,2017-04-15,0,small
12734,58,3141,2017-03-09,1,medium
12735,45,742,2017-12-20,1,medium
12736,9,1936,2017-01-03,1,medium
12737,88,3173,2017-10-17,0,medium
12738,47,2701,2017-11-08,0,small
12739,29,1070,2017-11-01,1,medium
12740,7,714,2017-01-09,0,small
12741,36,615,2017-10-25,1,medium
12742,57,195,2017-11-18,1,large
12743,30,1861,2017-09-20,0,medium
12744,16,3319,2017-05-07,1,small
12745,57,2144,2017-03-18,0,large
12746,25,124,2017-06-30,0,medium
12747,70,17,2017-10-11,1,medium
12748,46,81,2017-09-04,1,medium
12749,18,2597,2017-01-06,0,medium
12750,1,318,2017-12-21,0,medium
12751,57,310,2017-08-07,1,large
12752,94,3057,2017-06-05,1,large
12753,100,536,2017-10-21,,medium
12754,54,1345,2017-09-25,0,medium
12755,36,2240,2017-09-09,0,medium
12756,16,512,2017-01-26,1,small
12757,1,2590,2017-05-12,0,medium
12758,15,996,2017-06-10,,medium
12759,21,913,2017-04-21,1,large
12760,3,105,2017-10-02,0,large
12761,21,3303,2017-12-10,0,large
12762,70,2019,2017-05-07,1,medium
12763,78,2081,2017-08-25,0,large
12764,61,3013,2017-01-11,0,small
12765,0,2171,2017-11-26,0,large
12766,26,2015,2017-10-02,0,medium
12767,35,2517,2017-07-27,1,medium
12768,6,1660,2017-09-20,0,medium
12769,15,54,2017-05-01,1,medium
12770,0,3107,2017-01-06,,medium
12771,91,273,2017-04-12,1,medium
12772,35,368,2017-12-13,1,medium
12773,14,1980,2017-06-13,0,large
12774,50,1480,2017-08-18,0,medium
12775,69,479,2017-08-30,0,medium
12776,33,2505,2017-01-11,0,small
12777,9,2466,2017-04-29,0,small
12778,50,1856,2017-06-30,1,small
12779,58,1699,2017-08-22,0,medium
12780,1,162,2017-06-08,0,medium
12781,98,1429,2017-01-04,1,medium
12782,71,1762,2017-01-01,0,large
12783,0,1340,2017-05-22,0,large
12784,78,3330,2017-02-09,0,large
12785,35,537,2017-05-13,1,medium
12786,24,2367,2017-01-26,1,large
12787,64,1378,2017-12-18,1,large
12788,37,799,2017-08-12,0,medium
12789,6,1454,2017-11-04,1,medium
12790,18,2230,2017-11-16,,medium
12791,27,1132,2017-02-04,1,medium
12792,83,556,2017-08-05,1,large
12793,64,516,2017-01-07,0,large
12794,7,1483,2017-05-21,0,medium
12795,70,2704,2017-05-09,0,medium
12796,85,1515,2017-03-23,0,medium
12797,84,1106,2017-07-30,1,medium
12798,35,66,2017-02-19,1,medium
12799,78,3296,2017-10-27,0,large
12800,89,983,2017-07-05,1,large
12801,86,2198,2017-06-18,0,medium
12802,33,2469,2017-06-06,1,small
12803,14,730,2017-10-18,0,small
12804,96,2997,2017-09-27,0,small
12805,12,2898,2017-10-13,0,medium
12806,71,2744,2017-06-04,0,large
12807,86,828,2017-10-12,0,medium
12808,100,1436,2017-10-19,0,medium
12809,0,2647,2017-08-09,1,medium
12810,22,2644,2017-09-19,1,medium
12811,47,2190,2017-08-19,0,small
12812,0,2299,2017-02-25,1,medium
12813,77,2409,2017-01-20,1,large
12814,31,3150,2017-04-25,1,medium
12815,58,3475,2017-02-11,0,medium
12816,85,2736,2017-11-01,1,medium
12817,0,264,2017-07-23,1,
12818,99,1004,2017-03-23,0,small
12819,36,1574,2017-02-20,1,medium
12820,0,2887,2017-04-05,1,medium
12821,74,891,2017-12-18,1,medium
12822,0,1480,2017-09-27,1,medium
12823,95,516,2017-06-08,0,large
12824,41,273,2017-08-05,0,medium
12825,0,1989,2017-07-09,1,medium
12826,11,3016,2017-12-30,1,small
12827,98,1384,2017-08-17,0,medium
12828,13,381,2017-12-28,1,medium
12829,26,2874,2017-01-20,0,medium
12830,32,619,2017-07-02,1,medium
12831,58,3314,2017-10-20,0,medium
12832,40,3463,2017-11-03,1,medium
12833,74,3035,2017-01-13,0,medium
12834,98,902,2017-09-13,1,medium
12835,31,2599,2017-06-20,0,medium
12836,53,502,2017-07-17,0,medium
12837,79,1005,2017-07-07,1,large
12838,67,2606,2017-12-25,0,large
12839,93,397,2017-08-12,0,medium
12840,55,3068,2017-06-12,1,large
12841,29,1299,2017-11-07,1,medium
12842,53,1803,2017-07-05,0,medium
12843,36,2403,2017-02-25,1,medium
12844,22,2941,2017-02-12,0,medium
12845,25,1472,2017-02-17,1,medium
12846,54,174,2017-03-22,0,medium
12847,93,61,2017-09-19,0,medium
12848,94,1112,2017-07-25,0,large
12849,48,185,2017-09-19,1,medium
12850,88,1184,2017-03-24,1,medium
12851,58,2564,2017-08-08,1,medium
12852,50,290,2017-07-31,0,small
12853,60,3187,2017-01-08,0,small
12854,11,1036,2017-02-12,1,medium
12855,23,1514,2017-05-18,1,small
12856,11,1719,2017-06-29,0,small
12857,59,2377,2017-08-30,0,small
12858,90,1021,2017-10-08,1,medium
12859,62,1783,2017-02-13,0,medium
12860,83,2121,2017-07-23,1,large
12861,50,1487,2017-07-18,0,small
12862,67,2776,2017-02-28,0,medium
12863,90,900,2017-01-28,1,medium
12864,11,1988,2017-05-18,1,medium
12865,85,603,2017-09-29,1,medium
12866,90,2646,2017-03-23,1,medium
12867,86,2970,2017-09-16,0,medium
12868,44,3225,2017-04-23,0,medium
12869,40,159,2017-04-30,1,medium
12870,0,2858,2017-03-29,0,
12871,32,2492,2017-03-07,0,medium
12872,6,1588,2017-08-21,0,medium
12873,91,2062,2017-05-25,0,medium
12874,50,1090,2017-01-15,0,small
12875,0,2790,2017-07-03,1,medium
12876,17,1399,2017-06-08,0,medium
12877,95,3232,2017-07-05,1,large
12878,23,410,2017-06-30,0,small
12879,58,3280,2017-04-12,0,medium
12880,35,234,2017-08-08,1,medium
12881,82,1297,2017-04-19,0,medium
12882,45,3013,2017-08-14,1,medium
12883,85,2015,2017-05-26,1,medium
12884,17,304,2017-06-06,1,medium
12885,0,695,2017-02-12,1,medium
12886,78,2769,2017-04-14,1,large
12887,0,1163,2017-04-18,0,medium
12888,61,1698,2017-01-19,0,medium
12889,8,2245,2017-06-12,0,small
12890,53,1912,2017-11-11,1,medium
12891,40,1498,2017-11-20,1,medium
12892,3,1285,2017-01-30,0,large
12893,13,3154,2017-09-24,0,medium
12894,43,1646,2017-03-01,1,medium
12895,7,1759,2017-02-02,1,small
12896,15,2886,2017-10-28,0,medium
12897,64,1512,2017-11-04,,small
12898,62,2951,2017-06-06,0,medium
12899,14,470,2017-11-22,0,small
